URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,12,8,0.19999999,0.027609427,28.31578947,0.399628253,11.48616709,28.31578947,215,296,850,233,4.583643123
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,9,0.217391295,0.048769266,15.5,0.33640553,6.334562212,15.5,146,210,641,158,4.548387097
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,0.99999975,0.010416664,15.90909091,0.434285714,6.537350649,15.90909091,76,100,297,72,4.84
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,20,37,-0.298245609,0.083413078,16.875,0.298412698,6.869365079,16.875,282,467,1246,325,4.02010582
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,2,0.428571367,0.025297618,22.77777778,0.356097561,9.253550136,22.77777778,73,111,292,72,4.302439024
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,33,10,0.534883708,0.024499729,24.5483871,0.436268068,9.993862066,24.5483871,332,434,1246,337,4.984231275
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1,7,-0.749999906,0.085616438,28.16666667,0.325443787,11.39684418,28.16666667,55,85,234,55,4.207100592
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,7,25,-0.562499982,0.150848765,18.90909091,0.300480769,7.683828671,18.90909091,125,201,595,156,4.254807692
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26,49,-0.306666663,0.047459389,26.64864865,0.381338742,10.81199496,26.64864865,752,1031,3060,848,4.659229209
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,43,23,0.303030298,0.027841135,27.55072464,0.310362967,11.14443504,27.55072464,590,952,2682,662,4.340347186
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29,24,0.094339621,0.029347551,20.42682927,0.311641791,8.295388424,20.42682927,522,885,2293,591,4.19641791
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,23,7,0.533333316,0.019120135,15.67741935,0.28909465,6.386605602,15.67741935,281,439,1325,344,3.984567901
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,40,8,0.666666653,0.013171226,24.5,0.272108844,9.908843537,24.5,440,734,2108,425,3.969078541
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,27,6,0.636363617,0.031752936,32.9375,0.277039848,13.28581594,32.9375,146,258,727,191,4.14800759
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,38,16,0.4074074,0.018435289,25.98550725,0.362520915,10.53921126,25.98550725,650,1004,2733,721,4.542108199
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,21,70,-0.538461533,0.133579881,15.18421053,0.289428076,6.189455441,15.18421053,334,580,1546,381,4.058925477
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,56,23,0.417721514,0.040585306,16.62337662,0.27421875,6.759038149,16.62337662,351,625,1653,388,3.96953125
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,19,32,-0.254901956,0.056186014,26.23255814,0.329787234,10.62493815,26.23255814,372,620,1552,382,4.336879433
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,21,21,0,0.031674208,20.71666667,0.3845535,8.440488067,20.71666667,478,669,1931,519,4.545454545
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,20,74,-0.574468079,0.137500996,16.15068493,0.296013571,6.578679401,16.15068493,349,595,1594,393,4.094995759
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,19,10,0.310344817,0.029627428,26,0.319628647,10.52785146,26,241,396,1074,269,4.298408488
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,8,6,0.142857133,0.038634321,29.81818182,0.338414634,12.06263858,29.81818182,111,166,474,108,4.390243902
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,25,18,0.162790694,0.041946399,34.20833333,0.414129111,13.84898498,34.20833333,340,447,1294,286,4.719853837
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,19,30,-0.224489791,0.042719527,24.64285714,0.35942029,10.00091097,24.64285714,496,729,1982,530,4.447101449
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,32,11,0.488372082,0.00514712,20.38461538,0.348679245,8.293317852,20.38461538,1386,2394,5234,1107,4.168805031
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,33,42,-0.119999998,0.046123348,23.10843373,0.362877998,9.388524693,23.10843373,696,992,2872,727,4.511991658
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,62,-0.362637359,0.063872915,27.71666667,0.440769693,11.26297454,27.71666667,733,959,2732,780,4.870114251
91,https://insights.blackcoffer.com/human-rights-outlook/,0,0,0,0,0,0,0,0,0,0,0,0,0
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0,0,0,0,0,0,0,0,0,0,0,0,0
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,36,31,0.074626865,0.036175351,16.83333333,0.295544554,6.851551155,16.83333333,597,1011,2905,759,4.403465347
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,49,15,0.531249992,0.016593216,21.03296703,0.349007315,8.552789739,21.03296703,668,1052,2719,663,4.337513062
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,29,33,-0.064516128,0.056299972,25.7826087,0.355817875,10.45537063,25.7826087,422,642,1729,442,4.455311973
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,41,-0.438596484,0.040040872,31.6,0.415611814,12.80624473,31.6,788,1081,2998,761,4.718881857
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,13,41,-0.518518509,0.074141907,22.35416667,0.366262815,9.088171792,22.35416667,393,572,1592,451,4.460391426
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,33,48,-0.185185183,0.076872693,18.45205479,0.323682257,7.510294821,18.45205479,436,676,1932,546,4.325909428
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,21,27,-0.124999997,0.051386233,31.67567568,0.372866894,12.81941703,31.67567568,437,632,1846,534,4.648464164
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0,0,0,0,0,0,0,0,0,0,0,0,0
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3,3,0,0.034482758,20.9,0.277511962,8.471004785,20.9,58,108,272,60,4.009569378
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24,43,-0.283582085,0.071432137,20.5,0.33902439,8.335609756,20.5,417,655,1754,435,4.282926829
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,6,24,-0.59999998,0.057212714,20.77142857,0.360385144,8.452725486,20.77142857,262,407,1024,283,4.321870702
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,26,54,-0.349999996,0.08515873,24.28,0.411861614,9.876744646,24.28,500,687,1978,504,4.845140033
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,22,35,-0.228070171,0.067649669,31.71052632,0.301244813,12.80470845,31.71052632,363,553,1637,423,4.2
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1,0,0.999999,0.009803912,34.8,0.431034483,14.09241379,34.8,75,102,260,90,4.528735632
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0,0,0,0,0,0,0,0,0,0,0,0,0
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0,0,0,0,0,0,0,0,0,0,0,0,0
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,25,25,0,0.083056478,26.7,0.255930087,10.78237203,26.7,205,372,1007,279,3.808988764
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,39,-0.733333317,0.063042284,25,0.391489362,10.15659574,25,460,666,1745,425,4.576170213
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,14,33,-0.404255311,0.056688252,22.11538462,0.388695652,9.001632107,22.11538462,447,591,1774,530,4.716521739
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0,0,0,0,0,0,0,0,0,0,0,0,0
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,15,21,-0.166666662,0.050200803,26.08823529,0.370913191,10.58365939,26.08823529,329,488,1360,379,4.512965051
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,44,48,-0.04347826,0.05736426,24.97101449,0.337782937,10.12351897,24.97101449,582,916,2460,614,4.373186303
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,21,38,-0.288135588,0.04266048,27.24590164,0.405535499,11.06057486,27.24590164,674,985,2566,688,4.594464501
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,23,25,-0.041666666,0.067273135,83.18181818,0.257923497,33.37589667,83.18181818,236,491,1193,334,4.079781421
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,34,65,-0.31313131,0.062741871,29.46969697,0.368123393,11.93512815,29.46969697,716,1067,2921,721,4.606169666
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,28,54,-0.317073167,0.085346465,18.15584416,0.275393419,7.37249503,18.15584416,385,689,1817,453,4.017167382
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,14,-0.27272726,0.06268161,25.06666667,0.417553191,10.19368794,25.06666667,157,216,613,208,4.800531915
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,44,92,-0.352941174,0.069377032,27.13636364,0.39279732,11.01166438,27.13636364,938,1409,3644,944,4.669179229
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,31,64,-0.347368417,0.098993206,27.28571429,0.273414776,11.02365162,27.28571429,470,821,2297,619,4.146596859
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,30,63,-0.354838706,0.065187473,22.94117647,0.363076923,9.321701357,22.94117647,708,1077,2784,738,4.324615385
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,38,82,-0.366666664,0.083812457,26.8,0.365671642,10.86626866,26.8,735,1092,2953,806,4.486069652
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,20,41,-0.344262289,0.069975452,23.36734694,0.346724891,9.485628732,23.36734694,397,613,1610,445,4.289956332
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,53,18,0.49295774,0.017971776,32.15625,0.364917396,13.00846696,32.15625,751,1071,3168,856,4.568027211
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,15,25,-0.249999994,0.050925926,28.93939394,0.372774869,11.72486752,28.93939394,356,503,1386,355,4.435602094
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,32,82,-0.438596487,0.105104901,26.625,0.376928236,10.80077129,26.625,562,813,2273,607,4.558014755
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,7,17,-0.416666649,0.10300207,22.4,0.321428571,9.088571429,22.4,108,168,485,119,4.3125
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,7,-0.166666653,0.024231678,25.42857143,0.365168539,10.31749599,25.42857143,195,314,810,202,4.616104869
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,21,61,-0.487804872,0.06162138,38.28571429,0.417377399,15.48123667,38.28571429,783,1138,2922,742,4.62793177
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,82,31,0.45132743,0.030068191,26.8028169,0.378349974,10.87246675,26.8028169,720,1061,2899,759,4.641618497
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,25,22,0.063829786,0.027239296,26.76271186,0.354021533,10.84669336,26.76271186,559,849,2315,633,4.450918303
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,25,19,0.136363633,0.045026738,27.77777778,0.454666667,11.29297778,27.77777778,341,435,1299,332,5.097333333
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,7,10,-0.176470578,0.042897508,29.23076923,0.402631579,11.85336032,29.23076923,153,205,585,163,4.565789474
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,5,7,-0.166666653,0.039961013,23.9375,0.302872063,9.696148825,23.9375,116,200,502,132,4.033942559
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,16,-0.999999938,0.074257426,21.71428571,0.300438596,8.805889724,21.71428571,137,206,666,166,4.219298246
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,5,-0.111111099,0.034188034,35,0.289285714,14.11571429,35,81,147,367,90,4.05
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,11,-0.374999977,0.075892857,21,0.336734694,8.534693878,21,99,147,440,114,4.391156463
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,8,3,0.454545413,0.026988636,27.85714286,0.343589744,11.28029304,27.85714286,67,115,278,85,4.241025641
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,12,50,-0.612903216,0.095897275,27.05263158,0.379377432,10.9728036,27.05263158,390,574,1507,384,4.495136187
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,5,20,-0.599999976,0.083261802,35.13333333,0.332068311,14.18616066,35.13333333,175,277,736,192,4.24857685
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,36,70,-0.320754714,0.068717204,27.08108108,0.390219561,10.98852026,27.08108108,782,1103,3097,886,4.595309381
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,24,-0.655172391,0.070104587,19.61764706,0.376311844,7.997583561,19.61764706,251,361,1062,278,4.628185907
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,0,0,0,0,0,0,0,0,0,0,0
145,https://insights.blackcoffer.com/blockchain-in-fintech/,11,11,0,0.030898876,23.87878788,0.389593909,9.707352715,23.87878788,307,416,1220,294,4.76142132
146,https://insights.blackcoffer.com/blockchain-for-payments/,22,26,-0.083333332,0.051626826,20.47916667,0.404883011,8.353619871,20.47916667,398,566,1567,389,4.849440488
147,https://insights.blackcoffer.com/the-future-of-investing/,32,9,0.560975596,0.014939024,25,0.358367347,10.14334694,25,439,687,1858,435,4.619591837
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,26,44,-0.257142853,0.063579734,19.38461538,0.399206349,7.913528694,19.38461538,503,705,1950,501,4.523809524
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,27,3,0.799999973,0.011275964,24.88,0.424437299,10.12177492,24.88,264,344,1054,309,5.065916399
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,31,38,-0.101449274,0.064894779,17.52307692,0.388059701,7.16445465,17.52307692,442,619,1791,464,4.570676032
